source_url,expected_final_url,final_url,final_status,redirect_hops,robots,canonical,x_robots_tag,sitemap_member,permanent_redirects_only,loop_free,pass
https://www.temporary123.com/temporary-workforce-housing-facilities/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/remote-workforce-house-company-in-alabama/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/remote-workforce-housing-rentals-in-arizona/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/remote-workforce-housing-services-in-alaska/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://temporary123.com/temporary-workforce-housing-facilities/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://temporary123.com/remote-workforce-house-company-in-alabama/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://temporary123.com/remote-workforce-housing-rentals-in-arizona/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/equipment-rental/sleeper-trailers/,https://temporary123.com/equipment-rental/mobile-sleep-trailers/,https://temporary123.com/equipment-rental/mobile-sleep-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/mobile-sleep-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,200,1,"index,follow",https://temporary123.com/equipment-rental/breakroom-trailer/,,True,True,True,True
https://www.temporary123.com/equipment-rental/command-center-trailers/,https://temporary123.com/equipment-rental/modular-command-center-trailers/,https://temporary123.com/equipment-rental/modular-command-center-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/modular-command-center-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/decontamination-trailers/,https://temporary123.com/equipment-rental/,https://temporary123.com/equipment-rental/,200,1,"index,follow",https://temporary123.com/equipment-rental/,,True,True,True,True
https://www.temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/mobile-office-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/multi-trailer/,https://temporary123.com/equipment-rental/,https://temporary123.com/equipment-rental/,200,1,"index,follow",https://temporary123.com/equipment-rental/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,200,1,"index,follow",https://temporary123.com/equipment-rental/shower-trailer/,,True,True,True,True
https://www.temporary123.com/equipment-rental/dump-rental/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,200,1,"index,follow",https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,,True,True,True,True
https://www.temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/generator-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/port-potties-and-port-johns/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/ramp-rental/,https://temporary123.com/equipment-rental/ramp-rentals/,https://temporary123.com/equipment-rental/ramp-rentals/,200,1,"index,follow",https://temporary123.com/equipment-rental/ramp-rentals/,,True,True,True,True
https://www.temporary123.com/equipment-rental/stair-rental/,https://temporary123.com/equipment-rental/stair-rentals/,https://temporary123.com/equipment-rental/stair-rentals/,200,1,"index,follow",https://temporary123.com/equipment-rental/stair-rentals/,,True,True,True,True
https://www.temporary123.com/equipment-rental/waste-container/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,200,1,"index,follow",https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,,True,True,True,True
https://www.temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,200,1,"index,follow",https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,,True,True,True,True
https://temporary123.com/equipment-rental/decontamination-trailers/,https://temporary123.com/equipment-rental/,https://temporary123.com/equipment-rental/,200,1,"index,follow",https://temporary123.com/equipment-rental/,,True,True,True,True
https://temporary123.com/,https://temporary123.com/,https://temporary123.com/,200,0,"index,follow",https://temporary123.com/,,True,True,True,True
https://temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,https://temporary123.com/equipment-rental/breakroom-trailer/,200,0,"index,follow",https://temporary123.com/equipment-rental/breakroom-trailer/,,True,True,True,True
https://temporary123.com/equipment-rental/command-center-trailers/,https://temporary123.com/equipment-rental/modular-command-center-trailers/,https://temporary123.com/equipment-rental/modular-command-center-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/modular-command-center-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/multi-trailer/,https://temporary123.com/equipment-rental/,https://temporary123.com/equipment-rental/,200,1,"index,follow",https://temporary123.com/equipment-rental/,,True,True,True,True
https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,0,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,https://temporary123.com/equipment-rental/shower-trailer/,200,0,"index,follow",https://temporary123.com/equipment-rental/shower-trailer/,,True,True,True,True
https://temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,https://temporary123.com/equipment-rental/mobile-office-trailers/,200,0,"index,follow",https://temporary123.com/equipment-rental/mobile-office-trailers/,,True,True,True,True
https://www.temporary123.com/,https://temporary123.com/,https://temporary123.com/,200,1,"index,follow",https://temporary123.com/,,True,True,True,True
https://temporary123.com/equipment-rental/ramp-rental/,https://temporary123.com/equipment-rental/ramp-rentals/,https://temporary123.com/equipment-rental/ramp-rentals/,200,1,"index,follow",https://temporary123.com/equipment-rental/ramp-rentals/,,True,True,True,True
https://temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,https://temporary123.com/equipment-rental/generator-trailers/,200,0,"index,follow",https://temporary123.com/equipment-rental/generator-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/port-potties-and-port-johns/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://temporary123.com/equipment-rental/stair-rental/,https://temporary123.com/equipment-rental/stair-rentals/,https://temporary123.com/equipment-rental/stair-rentals/,200,1,"index,follow",https://temporary123.com/equipment-rental/stair-rentals/,,True,True,True,True
https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,200,0,"index,follow",https://temporary123.com/equipment-rental/wastewater-and-freshwater-container/,,True,True,True,True
https://temporary123.com/equipment-rental/dump-rental/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,200,1,"index,follow",https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,,True,True,True,True
https://temporary123.com/equipment-rental/waste-container/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,200,1,"index,follow",https://temporary123.com/equipment-rental/fencing-barricades-trash-receptacles/,,True,True,True,True
https://www.temporary123.com/emergency-workforce-housing-in-california/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/remote-workforce-house-company-in-hawaii/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/remote-workforce-housing-services-in-idaho/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-arkansas/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-illinois/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-massachusetts/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/temporary-remote-workforce-housing-services-in-michigan/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/workforce-housing-shelters-in-colorado/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
http://www.temporary123.com/,https://temporary123.com/,https://temporary123.com/,200,2,"index,follow",https://temporary123.com/,,True,True,True,True
https://temporary123.com/workforce-housing-shelters-in-colorado/,https://temporary123.com/man-camps-for-rent/,https://temporary123.com/man-camps-for-rent/,200,1,"index,follow",https://temporary123.com/man-camps-for-rent/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-california/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alabama/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alaska/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arizona/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
https://www.temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,https://temporary123.com/equipment-rental/restroom-trailers/,https://temporary123.com/equipment-rental/restroom-trailers/,200,1,"index,follow",https://temporary123.com/equipment-rental/restroom-trailers/,,True,True,True,True
